seed,metric,order,remove_ratio,L2,improvement_pct,mean_failure
1,Residual,asc,0.0,0.023014075314439456,0.0,20.296443681439904
1,Residual,asc,0.05,0.02341855788277599,-1.7575442976097126,20.296443681439904
1,Residual,asc,0.1,0.023664096560233223,-2.8244508498063903,20.296443681439904
1,Residual,asc,0.15000000000000002,0.024116021398933984,-4.788139733787816,20.296443681439904
1,Residual,asc,0.2,0.024574619554686487,-6.7808252946313985,20.296443681439904
1,Residual,asc,0.25,0.025183148255919163,-9.424984110131904,20.296443681439904
1,Residual,asc,0.30000000000000004,0.025744248900359593,-11.863060099604247,20.296443681439904
1,Residual,asc,0.35000000000000003,0.02649347549493914,-15.118574754626987,20.296443681439904
1,Residual,asc,0.4,0.02718288142186496,-18.11415862018109,20.296443681439904
1,Residual,asc,0.45,0.027773503468276207,-20.680510030531615,20.296443681439904
1,Residual,asc,0.5,0.028764824144839458,-24.987963895259682,20.296443681439904
1,Residual,asc,0.55,0.029976505342069,-30.252921016823066,20.296443681439904
1,Residual,asc,0.6000000000000001,0.031529100726790375,-36.99920720694103,20.296443681439904
1,Residual,asc,0.65,0.03345484107243577,-45.36687055788675,20.296443681439904
1,Residual,asc,0.7000000000000001,0.03587643943985956,-55.889119808998025,20.296443681439904
1,Residual,asc,0.75,0.038355961597422966,-66.66305760004934,20.296443681439904
1,Residual,asc,0.8,0.04150876555744758,-80.36251724354187,20.296443681439904
1,Residual,asc,0.8500000000000001,0.04594982776262931,-99.65967406824093,20.296443681439904
1,Residual,asc,0.9,0.052028034884050896,-126.07049891510324,20.296443681439904
1,Residual,asc,0.9500000000000001,0.06219405522714972,-170.24355476984132,20.296443681439904
1,Chaos,asc,0.0,0.023014075314439452,0.0,20.296443681439904
1,Chaos,asc,0.05,0.02209901239923148,3.9761011585542434,20.296443681439904
1,Chaos,asc,0.1,0.02140578034595671,6.988310181959247,20.296443681439904
1,Chaos,asc,0.15000000000000002,0.021313454903444398,7.389479645649953,20.296443681439904
1,Chaos,asc,0.2,0.02056062743158299,10.66064071371629,20.296443681439904
1,Chaos,asc,0.25,0.020056194382290272,12.852486540240665,20.296443681439904
1,Chaos,asc,0.30000000000000004,0.019747470523790472,14.193943254367698,20.296443681439904
1,Chaos,asc,0.35000000000000003,0.019592192159057196,14.868653676627641,20.296443681439904
1,Chaos,asc,0.4,0.019172692469509263,16.691449873373948,20.296443681439904
1,Chaos,asc,0.45,0.01868967333886289,18.790248647806212,20.296443681439904
1,Chaos,asc,0.5,0.019414889353021773,15.639063973860745,20.296443681439904
1,Chaos,asc,0.55,0.020463158385748,11.084159992693507,20.296443681439904
1,Chaos,asc,0.6000000000000001,0.02171089245290847,5.66254713137808,20.296443681439904
1,Chaos,asc,0.65,0.02326970646870638,-1.1107600491189,20.296443681439904
1,Chaos,asc,0.7000000000000001,0.025397128825566606,-10.35476541450259,20.296443681439904
1,Chaos,asc,0.75,0.028010594528980318,-21.71071027740123,20.296443681439904
1,Chaos,asc,0.8,0.03137728589851255,-36.33954642890155,20.296443681439904
1,Chaos,asc,0.8500000000000001,0.03693337312886331,-60.481673168465875,20.296443681439904
1,Chaos,asc,0.9,0.04033534423866752,-75.26380568225734,20.296443681439904
1,Chaos,asc,0.9500000000000001,0.042953683506427094,-86.6409269959987,20.296443681439904
1,Failure,asc,0.0,0.02301407531443945,0.0,20.296443681439904
1,Failure,asc,0.05,0.02315133921395164,-0.5964345629218942,20.296443681439904
1,Failure,asc,0.1,0.023307004207252027,-1.2728249508629605,20.296443681439904
1,Failure,asc,0.15000000000000002,0.023465885522066788,-1.963190792826968,20.296443681439904
1,Failure,asc,0.2,0.02363655543628214,-2.7047800675794913,20.296443681439904
1,Failure,asc,0.25,0.023918040293936384,-3.927878774819908,20.296443681439904
1,Failure,asc,0.30000000000000004,0.024189006793537596,-5.105273460024587,20.296443681439904
1,Failure,asc,0.35000000000000003,0.0246320496219982,-7.030368526445223,20.296443681439904
1,Failure,asc,0.4,0.025291808988414193,-9.897133136370911,20.296443681439904
1,Failure,asc,0.45,0.02601410288430836,-13.03562071853758,20.296443681439904
1,Failure,asc,0.5,0.026807216769996766,-16.481832981477346,20.296443681439904
1,Failure,asc,0.55,0.027677994125381467,-20.265505988049803,20.296443681439904
1,Failure,asc,0.6000000000000001,0.028632690595634027,-24.41382156105728,20.296443681439904
1,Failure,asc,0.65,0.029623450027659964,-28.718836724557313,20.296443681439904
1,Failure,asc,0.7000000000000001,0.031115966707832315,-35.20407091181106,20.296443681439904
1,Failure,asc,0.75,0.0338355844071635,-47.02126392162469,20.296443681439904
1,Failure,asc,0.8,0.037676727135112324,-63.71167044662125,20.296443681439904
1,Failure,asc,0.8500000000000001,0.03692240239586454,-60.434003501755974,20.296443681439904
1,Failure,asc,0.9,0.04277413918243036,-85.86077692894786,20.296443681439904
1,Failure,asc,0.9500000000000001,0.05944978079559685,-158.3192241414843,20.296443681439904
1,Residual,desc,0.0,0.023014075314439452,0.0,20.296443681439904
1,Residual,desc,0.05,0.014129616430191035,38.60445732822533,20.296443681439904
1,Residual,desc,0.1,0.013025638880395636,43.40142411794789,20.296443681439904
1,Residual,desc,0.15000000000000002,0.012384660222802714,46.18658341214191,20.296443681439904
1,Residual,desc,0.2,0.012044117868655384,47.666296802728006,20.296443681439904
1,Residual,desc,0.25,0.011108446267321895,51.73194614361824,20.296443681439904
1,Residual,desc,0.30000000000000004,0.010400396209062452,54.80854187290743,20.296443681439904
1,Residual,desc,0.35000000000000003,0.01051156310106122,54.32550316516053,20.296443681439904
1,Residual,desc,0.4,0.010589357337959134,53.987474216202045,20.296443681439904
1,Residual,desc,0.45,0.010737874724735042,53.34214137207631,20.296443681439904
1,Residual,desc,0.5,0.011195436101493395,51.353960789077746,20.296443681439904
1,Residual,desc,0.55,0.011333425696249046,50.75437295915059,20.296443681439904
1,Residual,desc,0.6000000000000001,0.010340639054355234,55.068196688018446,20.296443681439904
1,Residual,desc,0.65,0.010348628165958969,55.03348266412402,20.296443681439904
1,Residual,desc,0.7000000000000001,0.011076930986738492,51.86888529999455,20.296443681439904
1,Residual,desc,0.75,0.01118697076775758,51.390744077652904,20.296443681439904
1,Residual,desc,0.8,0.012325095915419625,46.445400273429044,20.296443681439904
1,Residual,desc,0.8500000000000001,0.012867524969459709,44.088455461921654,20.296443681439904
1,Residual,desc,0.9,0.013954804028397279,39.36404640319492,20.296443681439904
1,Residual,desc,0.9500000000000001,0.010226687703854462,55.563334332889525,20.296443681439904
1,Chaos,desc,0.0,0.023014075314439456,0.0,20.296443681439904
1,Chaos,desc,0.05,0.021447516231294397,6.806960791347419,20.296443681439904
1,Chaos,desc,0.1,0.020251400511161744,12.00428331589042,20.296443681439904
1,Chaos,desc,0.15000000000000002,0.019608646280506608,14.7971577715148,20.296443681439904
1,Chaos,desc,0.2,0.020155194613384688,12.422314005642681,20.296443681439904
1,Chaos,desc,0.25,0.0208741879702729,9.298167816562032,20.296443681439904
1,Chaos,desc,0.30000000000000004,0.021737862591161568,5.545357377348846,20.296443681439904
1,Chaos,desc,0.35000000000000003,0.022841816373441414,0.7484938614499231,20.296443681439904
1,Chaos,desc,0.4,0.024100160351077878,-4.719220832465913,20.296443681439904
1,Chaos,desc,0.45,0.025606743279135705,-11.265575215483727,20.296443681439904
1,Chaos,desc,0.5,0.027531543116667192,-19.62915190163384,20.296443681439904
1,Chaos,desc,0.55,0.029522706325739913,-28.2810885181071,20.296443681439904
1,Chaos,desc,0.6000000000000001,0.029801374699722112,-29.49194913351213,20.296443681439904
1,Chaos,desc,0.65,0.030192948835553984,-31.193404136512804,20.296443681439904
1,Chaos,desc,0.7000000000000001,0.030861447361206114,-34.09814185253436,20.296443681439904
1,Chaos,desc,0.75,0.03110433385330189,-35.153524216488755,20.296443681439904
1,Chaos,desc,0.8,0.031811982893343804,-38.228377454663054,20.296443681439904
1,Chaos,desc,0.8500000000000001,0.032320311437558064,-40.43714985706901,20.296443681439904
1,Chaos,desc,0.9,0.036705926115408925,-59.493377917204214,20.296443681439904
1,Chaos,desc,0.9500000000000001,0.037274250772997224,-61.96284345002847,20.296443681439904
1,Failure,desc,0.0,0.02301407531443945,0.0,20.296443681439904
1,Failure,desc,0.05,0.014881357073269093,35.338018712695096,20.296443681439904
1,Failure,desc,0.1,0.015572416694808047,32.33524926792244,20.296443681439904
1,Failure,desc,0.15000000000000002,0.014363968244141226,37.58615956588527,20.296443681439904
1,Failure,desc,0.2,0.00583223978608519,74.65794429539415,20.296443681439904
1,Failure,desc,0.25,0.005449388061333888,76.32149896583138,20.296443681439904
1,Failure,desc,0.30000000000000004,0.005224857049652572,77.29712370249175,20.296443681439904
1,Failure,desc,0.35000000000000003,0.005409872393018586,76.49320114276182,20.296443681439904
1,Failure,desc,0.4,0.005549024865628711,75.88856041438628,20.296443681439904
1,Failure,desc,0.45,0.0056994690671534,75.23485523844859,20.296443681439904
1,Failure,desc,0.5,0.005861855804617054,74.5292577497597,20.296443681439904
1,Failure,desc,0.55,0.006022831529838409,73.82979134486635,20.296443681439904
1,Failure,desc,0.6000000000000001,0.006244237130430335,72.86774704125268,20.296443681439904
1,Failure,desc,0.65,0.006827430986705487,70.33367235736023,20.296443681439904
1,Failure,desc,0.7000000000000001,0.007699203982734257,66.54567312594291,20.296443681439904
1,Failure,desc,0.75,0.008460895197643682,63.23599761431578,20.296443681439904
1,Failure,desc,0.8,0.009624620159622227,58.179418342376046,20.296443681439904
1,Failure,desc,0.8500000000000001,0.010382038872131885,54.88830756707394,20.296443681439904
1,Failure,desc,0.9,0.010981296453310325,52.284433316247735,20.296443681439904
1,Failure,desc,0.9500000000000001,0.011636658607443567,49.436775327911974,20.296443681439904
12,Residual,asc,0.0,0.5523723486014506,0.0,2.7836340473326153
12,Residual,asc,0.05,0.5489847015649526,0.6132904815157992,2.7836340473326153
12,Residual,asc,0.1,0.5485666664282024,0.6889704350487063,2.7836340473326153
12,Residual,asc,0.15000000000000002,0.5464190577547772,1.0777677162418633,2.7836340473326153
12,Residual,asc,0.2,0.543492925889599,1.6075067360510316,2.7836340473326153
12,Residual,asc,0.25,0.5426209309301828,1.7653703513503753,2.7836340473326153
12,Residual,asc,0.30000000000000004,0.5443220446607713,1.457405310215442,2.7836340473326153
12,Residual,asc,0.35000000000000003,0.5468505809600401,0.999645919168651,2.7836340473326153
12,Residual,asc,0.4,0.5495501068824051,0.5109310279906407,2.7836340473326153
12,Residual,asc,0.45,0.5487559814159162,0.6546973603386631,2.7836340473326153
12,Residual,asc,0.5,0.5527861883256413,-0.0749204273600106,2.7836340473326153
12,Residual,asc,0.55,0.5579951092782336,-1.0179294258699352,2.7836340473326153
12,Residual,asc,0.6000000000000001,0.5680609110150363,-2.8402150204128698,2.7836340473326153
12,Residual,asc,0.65,0.5856564541047129,-6.025664678460866,2.7836340473326153
12,Residual,asc,0.7000000000000001,0.611366668658037,-10.680172569454996,2.7836340473326153
12,Residual,asc,0.75,0.6445613408496288,-16.689646482411945,2.7836340473326153
12,Residual,asc,0.8,0.6827281868739434,-23.599269333908605,2.7836340473326153
12,Residual,asc,0.8500000000000001,0.7410423684577222,-34.156311468878656,2.7836340473326153
12,Residual,asc,0.9,0.7985955218765708,-44.57557911769692,2.7836340473326153
12,Residual,asc,0.9500000000000001,0.9451753529129581,-71.11199633834748,2.7836340473326153
12,Chaos,asc,0.0,0.5523723486014505,0.0,2.7836340473326153
12,Chaos,asc,0.05,0.5465522080948877,1.0536625378331768,2.7836340473326153
12,Chaos,asc,0.1,0.5381268828553791,2.578960692391531,2.7836340473326153
12,Chaos,asc,0.15000000000000002,0.5322417975875942,3.644380654611834,2.7836340473326153
12,Chaos,asc,0.2,0.5326581509516477,3.569005164671451,2.7836340473326153
12,Chaos,asc,0.25,0.5320774131759689,3.674140365075519,2.7836340473326153
12,Chaos,asc,0.30000000000000004,0.5126635857518694,7.188767314316058,2.7836340473326153
12,Chaos,asc,0.35000000000000003,0.4881110834879576,11.633686095293456,2.7836340473326153
12,Chaos,asc,0.4,0.4628040238610011,16.21520790590388,2.7836340473326153
12,Chaos,asc,0.45,0.4402561079583581,20.297221779286932,2.7836340473326153
12,Chaos,asc,0.5,0.41788763117964345,24.34675047770012,2.7836340473326153
12,Chaos,asc,0.55,0.4158405751764476,24.717343974709657,2.7836340473326153
12,Chaos,asc,0.6000000000000001,0.4166214769109418,24.57597163113175,2.7836340473326153
12,Chaos,asc,0.65,0.4193861395647325,24.07546456179881,2.7836340473326153
12,Chaos,asc,0.7000000000000001,0.4204224373953196,23.88785599789967,2.7836340473326153
12,Chaos,asc,0.75,0.4280286959061868,22.510839474511872,2.7836340473326153
12,Chaos,asc,0.8,0.42224746089082177,23.55745866716381,2.7836340473326153
12,Chaos,asc,0.8500000000000001,0.40946526904528563,25.87151219969478,2.7836340473326153
12,Chaos,asc,0.9,0.3956793033515641,28.36728624208234,2.7836340473326153
12,Chaos,asc,0.9500000000000001,0.3851471082109652,30.274006440380703,2.7836340473326153
12,Failure,asc,0.0,0.5523723486014505,0.0,2.7836340473326153
12,Failure,asc,0.05,0.5529315968094649,-0.10124478704091719,2.7836340473326153
12,Failure,asc,0.1,0.5564294548945234,-0.7344875795005235,2.7836340473326153
12,Failure,asc,0.15000000000000002,0.5590944377543321,-1.2169488878111425,2.7836340473326153
12,Failure,asc,0.2,0.5594365339425789,-1.2788810589476807,2.7836340473326153
12,Failure,asc,0.25,0.5557953118133023,-0.6196840266386358,2.7836340473326153
12,Failure,asc,0.30000000000000004,0.5518309381354255,0.09801549034736369,2.7836340473326153
12,Failure,asc,0.35000000000000003,0.5520643585931662,0.05575768031547862,2.7836340473326153
12,Failure,asc,0.4,0.5491993125626295,0.5744378853964553,2.7836340473326153
12,Failure,asc,0.45,0.5514350014878124,0.16969479301621207,2.7836340473326153
12,Failure,asc,0.5,0.5561735712894983,-0.6881631018772275,2.7836340473326153
12,Failure,asc,0.55,0.5642816393787018,-2.156025877726216,2.7836340473326153
12,Failure,asc,0.6000000000000001,0.580829942604829,-5.151886055743056,2.7836340473326153
12,Failure,asc,0.65,0.5955945213347843,-7.824825562461246,2.7836340473326153
12,Failure,asc,0.7000000000000001,0.6152404539760034,-11.381472214119412,2.7836340473326153
12,Failure,asc,0.75,0.6451242211911058,-16.791548821097486,2.7836340473326153
12,Failure,asc,0.8,0.6916589979662576,-25.21607928374158,2.7836340473326153
12,Failure,asc,0.8500000000000001,0.7711693496261209,-39.610418873906674,2.7836340473326153
