Seed,Error
50494,0.06883662016969663
99346,0.04763615738457442
55125,0.046379720887038844
5306,0.05014134852391519
33936,0.053441056379625554
67013,0.04899052764312653
63691,0.04474729586816077
53075,0.04308704317318879
39755,0.04945723769293709
62468,0.05025233699344619
46930,0.05384362791730575
76465,0.04394236981069349
28631,0.05037162767655151
66150,0.06992073891884762
18254,0.053390645836816485
36941,0.050285095409804074
18316,0.05361667024645089
99064,0.04435095194013917
12429,0.04897797846053943
81050,0.05953469137373732
32834,0.049299142175640694
69804,0.04827288224049568
92428,0.045384882597385316
78892,0.04981889230415822
19262,0.04946265253402788
40651,0.06151354216743055
12945,0.04989403232582668
95660,0.04828035428356319
9665,0.05217226288271967
89651,0.07421676665362899
43279,0.05349677844035007
61884,0.052719405968994645
73375,0.05376520778732821
13199,0.06524921485269985
46372,0.04429283968483799
56907,0.0516845311873734
41444,0.061593861238297645
80070,0.06164328326205324
83941,0.047259746050558146
26801,0.047371322973844505
72420,0.05977000682641754
62522,0.04177886899201286
58024,0.04732116009396126
68334,0.058864754040374376
34143,0.044837338834568634
8163,0.05377383645674615
71919,0.05148712718544169
1840,0.04868677588228886
12225,0.04972891780621077
94333,0.04818147274996176
52274,0.05323910532976736
93094,0.04738522008390169
87576,0.047094967519768896
81954,0.046145648220718774
149,0.047869777538337405
80202,0.050516941792912794
64694,0.05286810177372267
43664,0.04870917356644947
31969,0.0532323431851337
95719,0.04780372115677606
42625,0.061181724530326664
92227,0.047033110187469966
8255,0.05591023671684715
25043,0.05862180683817701
74384,0.04488928834265734
29059,0.05290061596912399
31275,0.04747910601740263
18677,0.053140464940085536
71170,0.05528626099651463
58716,0.04966153423978469
11955,0.054405675976611535
10544,0.047963919238912966
41950,0.048508591140319586
66576,0.05313166757510772
64131,0.05046858722063307
14294,0.046552426281891136
39511,0.05233483635634279
72255,0.043901158497472025
38153,0.04165126154142371
92610,0.07158213585869931
16359,0.045266135729768425
71754,0.0478858172054091
43614,0.050724205420595435
70816,0.04761084397976083
26634,0.05208284311182709
79060,0.05163974669338935
71726,0.05099971519344843
77020,0.050581975873974235
37703,0.0425854172356972
58325,0.046105014372124005
12010,0.06311734078472915
78156,0.051993323477084324
50449,0.05184734729642617
41555,0.04728450985674277
75451,0.044007712629149466
31733,0.05381272165893017
38054,0.05458855574872706
24100,0.05260542053382673
24823,0.047683761758203935
24475,0.04745337716800541
4321,0.05102407231240059
80317,0.05498483649648551
86069,0.05772118725886626
34086,0.045313590866184014
62459,0.04263522236408617
9055,0.052152589803489996
11773,0.04234760817698373
88961,0.04536740584656907
99300,0.054986320088090526
17068,0.06918290296187553
19601,0.08274753178756128
5064,0.047574842011587334
10518,0.058012544163835195
91661,0.05869815722710776
70857,0.04859440488753422
89587,0.044073034626385524
51287,0.06278516800259146
92442,0.05232160333263163
68756,0.05151271584506125
36127,0.058803405524037164
68392,0.05935961846987274
30867,0.05278799324203062
28206,0.04465616040316078
89060,0.057445937902749725
77306,0.04939838841812247
54974,0.04679965697018541
75981,0.05054848145231949
36072,0.05187693673041405
59056,0.04980078192138601
64573,0.0474074790280934
86539,0.04900683747051624
84042,0.04466660826174853
91779,0.044276133766993325
46840,0.05152525803730438
10796,0.05003674247217499
42509,0.052073122970810806
80318,0.04733359166664197
15119,0.05185136662928288
63759,0.06045781621495869
76949,0.046935836867231025
82594,0.04189625517379441
43944,0.05527987673691722
24953,0.05223870880419306
31855,0.05421477459053069
2124,0.051156288364035955
95877,0.05555071862035122
35525,0.0448584691665289
15353,0.05151805587096488
92449,0.0481538980825997
28896,0.05725200429004129
48766,0.04805547616186895
22345,0.05308799886563059
43586,0.046244169307467956
55853,0.051669671578717005
8151,0.04510561003254299
13186,0.04655093689371653
19183,0.06995891715623431
91445,0.04971149488015923
28675,0.04724464562843737
5928,0.046696200529332495
75217,0.046274102146092115
83126,0.05220511882582736
70018,0.048176131443588004
78927,0.04663298651483343
89206,0.054441119925167904
9698,0.04599073597238085
3499,0.051434336297885165
16311,0.05111005158870879
83230,0.04702674381021025
24709,0.04782745445555327
79473,0.05455044860179715
75491,0.05838196005163202
15688,0.060066585944894044
51276,0.04455365863719039
11997,0.06281192280078361
48514,0.05131071267587755
15210,0.047161763705403814
4769,0.04615930913776703
79364,0.05725351726740014
2835,0.07248807540199215
25505,0.0426836905574738
24244,0.04696372170890227
94124,0.055851330160567494
16239,0.06270076455500269
62814,0.0526318687050069
27600,0.04699889426579417
95309,0.04643124793527999
8006,0.05352462572857886
89043,0.04472765171942539
2986,0.07627272267381652
71334,0.06500413324576962
55786,0.08569777099034123
81343,0.05969445807984233
13303,0.06215322288123221
34068,0.04775612483094907
9175,0.053097583006879376
28944,0.05005844389556078
9433,0.04513371950964495
84793,0.04410922424344773
39460,0.05171368870151271
