state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,system_3.5,system_2.0,system_1.8,system_1.5,system_0
0.9894613971352407,0.002719494192812466,0.003902785105378343,0.0038742065829500795,1.0726645284427094e-05,1.0648098384252117e-05,1.528123865276749e-05,5.38291623367027e-06,4.199985960444885e-08,1.4794725194930739e-08,2.1232122185193755e-08,5.835559802307849e-11,0.9894613971352407,0.002719494192812466,0.0038848546813343315,0.0039180663440311105,1.618764658067996e-05
0.9794265236242701,0.0052849612981972355,0.007618794896822507,0.007508393842638659,4.111082883425971e-05,4.0515107476544185e-05,5.8406538226240916e-05,2.070504917332772e-05,3.1516023571220375e-07,1.1172393329366846e-07,1.6106110988151935e-07,8.690817316969529e-10,0.9794265236242701,0.0052849612981972355,0.007548908950115203,0.007677201435048748,6.240469236820652e-05
0.969868130451931,0.0077062963415749424,0.01115889944637783,0.01091893187817207,8.86654414960489e-05,8.675872744423244e-05,0.00012562869019504307,4.481500585670046e-05,9.982098443964095e-07,3.560872915377893e-07,5.156228236468004e-07,4.096992273054396e-09,0.969868130451931,0.0077062963415749424,0.011005690605616302,0.011284528136572873,0.0001353544643046034
0.9607606632140095,0.009992670059380497,0.01453320635014441,0.014120968173664258,0.00015115682971023547,0.00014686922693782942,0.00021360464909686312,7.66705647960561e-05,2.221657133994197e-06,7.974344565243174e-07,1.1597780610261236e-06,1.2062608199914335e-08,0.9607606632140095,0.009992670059380497,0.014267837400602086,0.014746810999241272,0.00023201832676603612
0.9520801417279556,0.012152588304515741,0.017751122117782937,0.01712852676951616,0.00022657974847467137,0.00021863278622229085,0.000319353967231973,0.00011532848703516571,4.076313659937914e-06,1.4720815626184642e-06,2.150249718705158e-06,2.7446323454382725e-08,0.9520801417279556,0.012152588304515741,0.017347159555738453,0.01807047608501491,0.000349634326774553
0.9438040492056331,0.014193946123601897,0.020821408141862986,0.019954598781556452,0.00031313485636316366,0.00030009883965002274,0.0004402215119630017,0.00015993531086313357,6.620527246512198e-06,2.4052801930862704e-06,3.5283578052895583e-06,5.306326092798441e-08,0.9438040492056331,0.014193946123601897,0.020254697621206474,0.021261629653825987,0.0004856773957321132
0.9359112301588537,0.01612407701791172,0.023752231758336018,0.022611225071932983,0.00040920848246851733,0.0003895509774654706,0.0005738440152678599,0.00020971903092051585,9.886306307857354e-06,3.6130839098595912e-06,5.322401170035763e-06,9.169545524184616e-08,0.9359112301588537,0.01612407701791172,0.023000776049398455,0.024326075773603878,0.0006378410002320276
0.9283817962855301,0.01794979784793984,0.02655121285850933,0.025109571796824243,0.0005133544252316801,0.00048548101611292746,0.0007181200538734342,0.00026398157287468307,1.3884492187383004e-05,5.103951722990417e-06,7.54972895853983e-06,1.4597023453039867e-07,0.9283817962855301,0.01794979784793984,0.02559505281293717,0.027269332912382763,0.0008040201412098069
0.9211970396537849,0.019677449795153703,0.029225466467305925,0.02745999948530989,0.000624277569722044,0.0005865658898017431,0.0008711831015565854,0.0003220919841439338,1.8609115102620575e-05,6.880122899505834e-06,1.021853965726266e-05,2.1827556141780394e-07,0.9211970396537849,0.019677449795153703,0.02804656537511163,0.03009664956886251,0.0009822956070867847
0.914339352564054,0.02131293575295305,0.031781641661741064,0.02967212624023997,0.0007408191334655,0.0006916470547160133,0.0010313773336616218,0.0003834802694421939,2.404105082820209e-05,8.938793154089087e-06,1.3329441058662975e-05,3.107046853310249e-07,0.914339352564054,0.02131293575295305,0.030363773294955983,0.03281301899540268,0.001170919392633979
0.9077921535258214,0.022861754481713747,0.034225957166915295,0.0317548855948989,0.0008619433717425866,0.0007997121315115758,0.0011972358980965098,0.00044763180731126383,3.015107924484383e-05,1.1273118452586022e-05,1.6876800492194644e-05,4.2502379835117847e-07,0.9077921535258214,0.022861754481713747,0.03255459772641047,0.03542319306501181,0.0013683012010418264
0.9015398188367473,0.024329031829527045,0.036564233933958176,0.03371657950799499,0.0009867255917206089,0.0009098785421273396,0.0013674613975166083,0.0005140822904057687,3.690243200636352e-05,1.3873069325419307e-05,2.0849911157333153e-05,5.626575127402032e-07,0.9015398188367473,0.024329031829527045,0.03462645805012233,0.037931695331474787,0.0015729959521282335
0.8955676192981261,0.0257195492904441,0.03880192497485794,0.03556492693340452,0.0011143413411227794,0.0010213789238960628,0.0015409083545114297,0.0005824131381859667,4.425290455095898e-05,1.6726155671848644e-05,2.523399730531867e-05,7.246879224031462e-07,0.8955676192981261,0.0257195492904441,0.03658630585730058,0.04034283332936937,0.0017836922247592753
0.8898616616424221,0.02703777014532279,0.04094414270261072,0.037307108359622095,0.0012440566516227379,0.001133548127865728,0.0017165674557536473,0.0006522473359338293,5.215659726451902e-05,1.9818039485373805e-05,3.001107829548596e-05,9.118638004688892e-07,0.8898616616424221,0.02703777014532279,0.038440656487487825,0.04266071015836437,0.0019992015664024145
0.8844088342863802,0.028287863406417396,0.04299568400131062,0.03894980667653219,0.001375219230002121,0.0012458116294838744,0.0018935513925838385,0.0007232456587080333,6.056534158149901e-05,2.3133050699790717e-05,3.5160709155563274e-05,1.1246171444872046e-06,0.8844088342863802,0.028287863406417396,0.04019561830601606,0.04488923539389446,0.0022184486072914945
0.8791967570574643,0.029473725765353332,0.04496105322938405,0.040499244693487126,0.0015072505015137727,0.0013576751986608014,0.0020710821346839976,0.0007951032430552291,6.942985899914134e-05,2.6654619404486594e-05,4.066061316391323e-05,1.363084829570384e-06,0.8791967570574643,0.029473725765353332,0.041856919892147924,0.04703213536406804,0.002440461920966114
0.8742137345723435,0.030599001724827917,0.04684448333990387,0.04196121960237357,0.001639638420022554,0.0014687156929845805,0.0022484794905986046,0.0008675464730529436,7.870069422384933e-05,3.0365635971590513e-05,4.6487220111241466e-05,1.6271335853236532e-06,0.8742137345723435,0.030599001724827917,0.04342993529535815,0.049092962830502476,0.0026643655769675026
0.8694487129742497,0.03166710207703901,0.04864995528456905,0.043341134652025895,0.0017719309684978255,0.0015785728527511114,0.00242515082412466,0.000940330150622119,8.832895782530607e-05,3.424874914596968e-05,5.261612225960328e-05,1.916386889227869e-06,0.8694487129742497,0.03166710207703901,0.04491970750477701,0.05107510610869371,0.0028893713352400514
0.8648912397614958,0.032681220876258084,0.050381215852309445,0.044644028275697044,0.001903730281437032,0.0016869419897078111,0.0026005818092166362,0.0010132349230577943,9.826690872371574e-05,3.828661084507563e-05,5.902245857127209e-05,2.230252679708304e-06,0.8648912397614958,0.032681220876258084,0.04633097026540486,0.05298179766152608,0.0031147714353145983
0.8605314264625666,0.033644351038948445,0.05204179407938884,0.04587460089105086,0.0020346873279236425,0.001793567473177528,0.0027743281182190877,0.001086064943422739,0.00010846840247320521,4.246207527584466e-05,6.568123650590522e-05,2.5679510470261773e-06,0.8605314264625666,0.033644351038948445,0.04766816836422839,0.054816122197607925,0.003339931936648363
0.856359913934172,0.03455929869221671,0.053635016355176895,0.0470372395720491,0.0021644971003661226,0.0018982369276954569,0.002946007949110069,0.001158645741865175,0.00011888922753869071,4.6758358979814084e-05,7.256759956114812e-05,2.928541268350659e-06,0.856359913934172,0.03455929869221671,0.04893547649974456,0.056581024304286964,0.003564286569579301
0.8523678400777269,0.035428696380031016,0.05516402033629797,0.048136040773955016,0.0022928942596170034,0.002000776065603178,0.0031152953071542796,0.0012308222880879982,0.00012948734851497053,5.115916754735985e-05,7.965704774133721e-05,3.3109477225310346e-06,0.8523678400777269,0.035428696380031016,0.050136816839558195,0.05827931564345225,0.0037873310592312004
0.8485468097870347,0.03625501522640953,0.05663176777151613,0.049174831276264395,0.0024196491922112225,0.002101044086329995,0.0032819139650526394,0.0013024572271400103,0.00014022307243651558,5.564879398183359e-05,8.692561726563128e-05,3.7139843566534223e-06,0.8485468097870347,0.03625501522640953,0.05127587536259439,0.05991368173656877,0.004008617887391867
0.8448888669557298,0.0370405761455636,0.058041056330366644,0.05015718749353384,0.002544564439960055,0.0021989295814677174,0.0034456320334465117,0.0013734292724435313,0.0001510591519144115,6.0212193030623385e-05,9.435002505677302e-05,4.136377485893937e-06,0.8448888669557298,0.0370405761455636,0.052356117075001554,0.06148668836381316,0.004227751459891288
0.8413864683873549,0.037787560180664474,0.05939453052009423,0.051086453290642805,0.0026674714661525955,0.002294346891312601,0.003606257080589961,0.0014436317415383907,0.00016196083676115855,6.483503522076786e-05,0.00010190778287260805,4.576786795091474e-06,0.8413864683873549,0.037787560180664474,0.05338080018195541,0.0630007876006842,0.004444383649340613
0.8380324594640239,0.03849801804539944,0.06069469176781723,0.05196575642686481,0.0027882277262047876,0.0023872328643975422,0.003763631746230049,0.0015129712214287405,0.00017289588397931792,6.950374383118519e-05,0.00010957728534371429,5.033824478748275e-06,0.8380324594640239,0.03849801804539944,0.05435298929126235,0.06445832351404727,0.004658209685266494
0.834820051441503,0.03917387893570989,0.06194390773792148,0.052798023742104974,0.0029067140138043846,0.0024775439767489005,0.003917629800312392,0.0015813663516831662,0.00018383453445704914,7.420551759261864e-05,0.00011733787565255508,5.506072509108179e-06,0.834820051441503,0.03917387893570989,0.05527556771885388,0.06586153753823387,0.004868964365698882
0.831742800249387,0.03981695867298339,0.06314442094842862,0.053585995188675135,0.0030228320564710466,0.0025652537722461416,0.004068152602126092,0.0016487467145751375,0.00019474946339838258,7.892834152197418e-05,0.00012516989212415337,5.99209806231322e-06,0.831742800249387,0.03981695867298339,0.056151248960921274,0.06721257355055471,0.005076418566153008
0.8287945866849425,0.040428967234442,0.06429835674441314,0.05433223680292088,0.0031365023370215485,0.0026503505896019906,0.00421512591998161,0.0017150518225732478,0.00020561571038899234,8.366098796276628e-05,0.0001330546985880294,6.490467162712487e-06,0.8287945866849425,0.040428967234442,0.05698258739252287,0.06851348266439475,0.005280376023697297
0.8259695978982023,0.04101151572146593,0.06540773068140333,0.05503915270279806,0.0032476621197335795,0.002732835545171368,0.004358497075531506,0.0017802301944110734,0.00021641059403368758,8.839300961170117e-05,0.0001409747010096084,6.9997566271270395e-06,0.8259695978982023,0.04101151572146593,0.057771988247969426,0.06976622775693483,0.005480670375426777
0.8232623100741435,0.04156612281206665,0.06647445536704223,0.05570899619003645,0.0033562636620673913,0.002812720744088972,0.004498232380447231,0.0018442385117950902,0.00022711361527753943,9.311472605758457e-05,0.0001489133525707561,7.518564405875069e-06,0.8232623100741435,0.04156612281206665,0.05852171693412542,0.07097268774748947,0.005677162432174237
0.8206674722252981,0.04209422073962485,0.06750034680505698,0.056343880028752874,0.003462272594658218,0.002890027695171387,0.00463431483639848,0.001907040849555791,0.00023770635281925086,9.781720513800896e-05,0.00015685514909852505,8.04551842697765e-06,0.8206674722252981,0.04209422073962485,0.05923390772392426,0.07213466164145546,0.005869737669696772
0.8181800910150318,0.04259716083629698,0.06848713028174855,0.056945785966218035,0.00356566645395708,0.002964785907639385,0.004766742072184302,0.0019686079727201113,0.0002481723534263335,0.00010249224022746869,0.00016478561649415138,8.579284055313085e-06,0.8181800910150318,0.04259716083629698,0.05991057187385742,0.07325387235393285,0.006058303920880459
