Iteration,Valerror
179,0.550321
180,0.5481279
181,0.545861
182,0.5435773
183,0.5413477
184,0.5392022
185,0.5371254
186,0.53510547
187,0.53316605
188,0.5313382
189,0.529627
190,0.528036
191,0.5266033
192,0.52536523
193,0.5242949
194,0.5233361
195,0.5225008
196,0.5218535
197,0.5213947
198,0.52105296
199,0.52081335
200,0.52074105
201,0.5208504
202,0.5210849
203,0.5214621
204,0.522079
205,0.5229597
206,0.52407855
207,0.52551514
208,0.52738833
209,0.52972925
210,0.53256893
211,0.5359789
212,0.54002666
213,0.5447695
214,0.55008644
215,0.5558336
216,0.56175196
217,0.5672713
218,0.5716658
219,0.5738417
220,0.57438177
221,0.56858164
222,0.5807774
223,0.5536878
224,0.56348145
225,0.5853955
226,0.5545318
227,0.5437433
228,0.5508039
229,0.56291246
230,0.55675745
231,0.5358041
232,0.53337264
233,0.53939694
234,0.54748666
235,0.54372555
236,0.5327677
237,0.5307737
238,0.53717685
239,0.55005926
240,0.5507925
241,0.5421527
242,0.5379722
243,0.5474163
244,0.5637257
245,0.5669146
246,0.55773664
247,0.5539941
248,0.5644518
249,0.5784761
250,0.58263874
251,0.5777622
252,0.57684773
253,0.5826759
254,0.5894792
255,0.5920831
256,0.59355664
257,0.5964436
258,0.59936
259,0.599255
260,0.5984856
261,0.6012647
262,0.60694224
263,0.6096426
264,0.6068306
265,0.6033357
266,0.60418296
267,0.60784113
268,0.6095522
269,0.60724247
270,0.60391074
271,0.6033264
272,0.60558075
273,0.6064042
274,0.6046142
275,0.60443187
276,0.60578173
277,0.60503757
278,0.60529566
279,0.6086576
280,0.6095583
281,0.6078961
282,0.6093899
283,0.6127124
284,0.6144551
285,0.6148823
286,0.61491156
287,0.61705965
288,0.6202592
289,0.6204325
290,0.6208637
291,0.6229815
292,0.6239946
293,0.62576973
294,0.6273986
295,0.6282965
296,0.62986624
297,0.6312785
298,0.634252
299,0.635415
300,0.636425
301,0.6389608
302,0.64124954
303,0.6434753
304,0.6443147
305,0.6476513
306,0.6483945
307,0.6527783
308,0.65152
309,0.658116
310,0.6538124
311,0.66182476
312,0.6614539
313,0.66310555
314,0.66717887
315,0.665611
316,0.6698724
317,0.6712698
318,0.67270577
319,0.6772046
320,0.6756868
321,0.6791732
322,0.68326676
323,0.6825351
324,0.68601763
325,0.68704754
326,0.689215
327,0.69285905
328,0.6931936
329,0.69593745
330,0.697108
331,0.70049936
332,0.7029307
333,0.70292336
334,0.70621157
335,0.70732963
336,0.7106895
337,0.7128402
338,0.7135164
339,0.7163973
340,0.71806943
341,0.7210964
342,0.72225356
343,0.7243021
344,0.7263285
345,0.72853833
346,0.73095787
347,0.7317715
348,0.7345842
349,0.7358468
350,0.73887897
351,0.73984075
352,0.74203753
353,0.74353164
354,0.74599904
355,0.7475245
356,0.7494816
357,0.75097597
358,0.7532172
359,0.7550097
360,0.75678587
361,0.7583707
362,0.7601073
363,0.762102
364,0.76373935
365,0.76551366
366,0.7669385
367,0.7690412
368,0.7703098
369,0.77266884
370,0.7728294
371,0.7765192
372,0.7744556
373,0.7798126
374,0.7796426
375,0.7816924
376,0.7855536
377,0.78160185
378,0.7829592
379,0.78749377
380,0.7875778
381,0.79019797
382,0.7902519
383,0.7876976
384,0.79177034
385,0.7940811
386,0.7921887
387,0.793974
388,0.79469717
389,0.7957805
390,0.7992323
391,0.7979269
392,0.79699457
393,0.80048466
394,0.8022015
395,0.80092704
396,0.8021771
397,0.8031638
398,0.8041088
399,0.8060676
400,0.80431753
401,0.805041
402,0.80812943
403,0.8077885
404,0.80787903
405,0.8091383
406,0.8102263
407,0.81148225
408,0.81146663
409,0.81150514
410,0.81367505
411,0.814452
412,0.81394154
413,0.81536126
414,0.81636435
415,0.81715816
416,0.81766045
417,0.8177728
418,0.8195661
419,0.820269
420,0.8203022
421,0.8214769
422,0.82235926
423,0.8232033
424,0.8235963
425,0.8241283
426,0.8254768
427,0.8260448
428,0.8264101
429,0.82731235
430,0.82811594
431,0.8288844
432,0.829211
433,0.82985884
434,0.8308921
435,0.831382
436,0.8319396
437,0.8325054
438,0.8333129
439,0.83396196
440,0.83426845
441,0.8349329
442,0.83556664
443,0.83620816
444,0.8365759
445,0.83700204
446,0.837658
447,0.8381153
448,0.8385425
449,0.8388684
450,0.8393941
451,0.83987254
452,0.84016514
453,0.8404708
454,0.8407845
455,0.8412039
456,0.8414678
457,0.84163475
458,0.8418904
459,0.8420911
460,0.8423361
461,0.84232205
462,0.8424635
463,0.8424923
464,0.8426664
465,0.84236693
466,0.84260404
467,0.84224063
468,0.8427037
469,0.8424249
470,0.8421095
471,0.8419866
472,0.8410507
473,0.84150404
474,0.84027684
475,0.8402869
476,0.8400721
477,0.83724284
478,0.83795786
479,0.83724284
480,0.8373552
481,0.83506656
482,0.8340012
483,0.8354471
484,0.83069676
485,0.8321026
486,0.83307374
487,0.82957757
488,0.82925624
489,0.8289997
490,0.8298811
491,0.8238297
492,0.82729614
493,0.8288428
494,0.82232434
495,0.82399946
496,0.82646376
497,0.82418555
498,0.819458
499,0.82388467
500,0.92636806
501,0.81154746
502,0.8675085
503,0.93025696
504,0.9956478
505,1.0583919
506,0.97251284
507,0.8847035
508,0.80570704
509,0.7523068
510,0.73775905
511,0.7702655
512,0.83726597
513,0.91134614
514,0.9729358
515,1.0184276
516,1.0520647
517,1.0761634
518,1.0929716
519,1.1043276
520,1.1123195
521,1.1175113
522,1.121085
523,1.1232963
524,1.1243546
525,1.1244854
526,1.1236386
527,1.1222783
528,1.1203222
529,1.1181271
530,1.1161215
531,1.1141075
532,1.1121302
533,1.1101974
534,1.1082761
535,1.1063485
536,1.1045014
537,1.1028444
538,1.1013288
539,1.0999106
540,1.0985695
541,1.097296
542,1.0961057
543,1.0950139
544,1.0940015
545,1.093043
546,1.0921265
547,1.0912594
548,1.0904579
549,1.0897335
550,1.0890934
551,1.0885468
552,1.0881009
553,1.0877582
554,1.0875214
555,1.0873942
556,1.0873764
557,1.0874696
558,1.0876797
559,1.0880133
560,1.0884734
561,1.0890565
562,1.0897483
563,1.0905191
564,1.0913259
565,1.0921161
566,1.0928351
567,1.0934341
568,1.0938783
569,1.0941507
570,1.0942522
571,1.0941985
572,1.0940138
573,1.0937262
574,1.0933595
575,1.0929306
576,1.0924482
577,1.0919166
578,1.0913389
579,1.0907215
580,1.090074
581,1.0894091
582,1.0887421
583,1.0880882
584,1.0874616
585,1.0868746
586,1.0863361
587,1.085852
588,1.0854247
589,1.0850532
590,1.084735
591,1.084465
592,1.0842373
593,1.084046
594,1.083885
595,1.0837486
596,1.0836319
597,1.0835311
598,1.0834432
599,1.0833654
600,1.0832963
601,1.083234
602,1.0831764
603,1.0831212
604,1.0830656
605,1.0830059
606,1.0829387
607,1.0828607
608,1.0827695
609,1.0826634
610,1.0825421
611,1.0824065
612,1.0822582
613,1.0820994
614,1.0819323
615,1.0817596
616,1.081583
617,1.0814047
618,1.0812255
619,1.0810467
620,1.0808685
621,1.0806918
622,1.0805173
623,1.0803455
624,1.0801773
625,1.080013
626,1.0798535
627,1.0796994
628,1.0795509
629,1.0794079
630,1.0792706
631,1.0791385
632,1.0790111
633,1.0788876
634,1.0787674
635,1.0786496
636,1.0785339
637,1.0784191
638,1.078305
639,1.0781909
640,1.0780765
641,1.0779612
642,1.0778451
643,1.0777277
644,1.0776086
645,1.0774881
646,1.0773655
647,1.0772414
648,1.0771154
649,1.0769876
650,1.0768583
651,1.0767274
652,1.0765953
653,1.0764623
654,1.0763285
655,1.0761944
656,1.07606
657,1.0759258
658,1.0757918
659,1.0756584
660,1.0755258
661,1.075394
662,1.0752633
663,1.0751337
664,1.0750054
665,1.0748783
666,1.0747528
667,1.0746284
668,1.0745056
669,1.0743839
670,1.0742635
671,1.0741444
672,1.0740263
673,1.0739094
674,1.0737933
675,1.0736783
676,1.0735639
677,1.0734503
678,1.0733374
679,1.073225
680,1.073113
681,1.0730015
682,1.0728903
683,1.0727793
684,1.0726687
685,1.0725583
686,1.072448
687,1.0723379
688,1.072228
689,1.0721183
690,1.0720087
691,1.0718994
692,1.0717902
693,1.0716814
694,1.0715727
695,1.0714642
696,1.071356
697,1.0712482
698,1.0711406
699,1.0710335
700,1.0709268
701,1.0708202
702,1.0707142
703,1.0706085
704,1.0705034
705,1.0703984
706,1.070294
707,1.0701901
708,1.0700865
709,1.0699832
710,1.0698806
711,1.0697781
712,1.0696762
713,1.0695745
714,1.0694733
715,1.0693723
716,1.0692718
717,1.0691715
718,1.0690717
719,1.0689721
720,1.0688728
721,1.0687739
722,1.0686752
723,1.0685768
724,1.0684787
725,1.0683808
726,1.0682833
727,1.0681859
728,1.068089
729,1.0679923
730,1.0678958
731,1.0677996
732,1.0677036
733,1.0676079
734,1.0675125
735,1.0674175
736,1.0673226
737,1.067228
738,1.0671338
739,1.0670397
740,1.0669458
741,1.0668525
742,1.0667592
743,1.0666662
744,1.0665736
745,1.0664812
746,1.0663891
747,1.0662973
748,1.0662057
749,1.0661144
750,1.0660233
751,1.0659325
752,1.0658419
753,1.0657517
754,1.0656617
755,1.0655719
756,1.0654823
757,1.065393
758,1.0653038
759,1.065215
760,1.0651263
761,1.065038
762,1.0649498
763,1.0648618
764,1.064774
765,1.0646864
766,1.0645992
767,1.064512
768,1.064425
769,1.0643383
770,1.0642519
771,1.0641655
772,1.0640794
773,1.0639935
774,1.0639077
775,1.0638222
776,1.0637369
777,1.0636517
778,1.0635668
779,1.0634819
780,1.0633973
781,1.0633129
782,1.0632287
783,1.0631447
784,1.0630606
785,1.062977
786,1.0628935
787,1.0628102
788,1.062727
789,1.0626439
790,1.062561
791,1.0624784
792,1.0623958
793,1.0623134
794,1.0622312
795,1.0621492
796,1.0620673
797,1.0619855
798,1.0619038
799,1.0618224
800,1.061741
801,1.0616598
802,1.0615788
803,1.0614978
804,1.0614171
805,1.0613365
806,1.0612559
807,1.0611756
808,1.0610954
809,1.0610152
810,1.0609351
811,1.0608553
812,1.0607754
813,1.0606958
814,1.0606164
815,1.0605369
816,1.0604575
817,1.0603783
818,1.0602992
819,1.0602201
820,1.0601412
821,1.0600624
822,1.0599836
823,1.059905
824,1.0598265
825,1.059748
826,1.0596696
827,1.0595914
828,1.0595131
829,1.059435
830,1.0593569
831,1.0592791
832,1.0592011
833,1.0591233
834,1.0590454
835,1.0589678
836,1.0588901
837,1.0588126
838,1.0587351
839,1.0586575
840,1.0585802
841,1.0585028
842,1.0584254
843,1.0583483
844,1.058271
845,1.0581938
846,1.0581167
847,1.0580394
848,1.0579624
849,1.0578853
850,1.0578083
851,1.0577313
852,1.0576543
853,1.0575771
854,1.0575002
855,1.0574234
856,1.0573463
857,1.0572695
858,1.0571924
859,1.0571156
860,1.0570385
861,1.0569615
862,1.0568846
863,1.0568076
864,1.0567306
865,1.0566536
866,1.0565765
867,1.0564995
868,1.0564224
869,1.0563452
870,1.0562681
871,1.0561908
872,1.0561136
873,1.0560364
874,1.055959
875,1.0558816
876,1.0558041
877,1.0557266
878,1.055649
879,1.0555714
880,1.0554937
881,1.0554159
882,1.055338
883,1.0552601
884,1.0551821
885,1.0551038
886,1.0550257
887,1.0549474
888,1.0548688
889,1.0547903
890,1.0547116
891,1.0546329
892,1.054554
893,1.0544748
894,1.0543958
895,1.0543164
896,1.054237
897,1.0541574
898,1.0540776
899,1.0539978
900,1.0539178
901,1.0538374
902,1.0537571
903,1.0536765
904,1.0535958
905,1.0535148
906,1.0534337
907,1.0533522
908,1.0532707
909,1.0531889
910,1.053107
911,1.0530248
912,1.0529423
913,1.0528597
914,1.0527767
915,1.0526936
916,1.0526102
917,1.0525265
918,1.0524426
919,1.0523583
920,1.0522738
921,1.052189
922,1.0521038
923,1.0520184
924,1.0519327
925,1.0518466
926,1.0517602
927,1.0516735
928,1.0515864
929,1.0514989
930,1.0514112
931,1.0513229
932,1.0512344
933,1.0511453
934,1.0510559
935,1.0509661
936,1.0508759
937,1.0507853
938,1.0506942
939,1.0506027
940,1.0505106
941,1.0504181
942,1.0503252
943,1.0502317
944,1.0501376
945,1.0500431
946,1.049948
947,1.0498524
948,1.0497563
949,1.0496595
950,1.0495621
951,1.0494641
952,1.0493655
953,1.0492663
954,1.0491664
955,1.0490658
956,1.0489646
957,1.0488627
958,1.04876
959,1.0486566
960,1.0485524
961,1.0484475
962,1.0483418
963,1.0482353
964,1.048128
965,1.0480198
966,1.0479106
967,1.0478008
968,1.0476899
969,1.047578
970,1.0474652
971,1.0473514
972,1.0472367
973,1.0471208
974,1.047004
975,1.046886
976,1.0467669
977,1.0466467
978,1.0465254
979,1.0464027
980,1.046279
981,1.0461538
982,1.0460274
983,1.0458997
984,1.0457706
985,1.0456401
986,1.0455081
987,1.0453748
988,1.0452399
989,1.0451034
990,1.0449654
991,1.0448257
992,1.0446843
993,1.0445411
994,1.0443963
995,1.0442495
996,1.0441009
997,1.0439503
998,1.0437979
999,1.0436432
1000,1.0436066
1001,1.043673
1002,1.0438263
1003,1.0440503
1004,1.0443277
1005,1.0446419
1006,1.0449766
1007,1.045317
1008,1.0456502
1009,1.0459645
1010,1.0462499
1011,1.0464977
1012,1.0467008
1013,1.046853
1014,1.0469495
1015,1.0469877
1016,1.0469651
1017,1.046882
1018,1.0467391
1019,1.0465382
1020,1.0462818
1021,1.045973
1022,1.0456152
1023,1.0452123
1024,1.0447676
1025,1.0442853
1026,1.0437691
1027,1.0432225
1028,1.0426496
1029,1.0420538
1030,1.0414387
1031,1.0408072
1032,1.0401629
1033,1.0395083
1034,1.0388459
1035,1.038178
1036,1.0375063
1037,1.0368323
1038,1.0361573
1039,1.0354818
1040,1.0348065
1041,1.0341314
1042,1.0334566
1043,1.0327815
1044,1.0321058
1045,1.0314285
1046,1.0307488
1047,1.0300657
1048,1.0293778
1049,1.0286838
1050,1.0279824
1051,1.0272719
1052,1.026551
1053,1.0258181
1054,1.0250716
1055,1.0243099
1056,1.0235314
1057,1.0227348
1058,1.0219185
1059,1.0210812
1060,1.0202215
1061,1.019338
1062,1.0184299
1063,1.0174958
1064,1.0165346
1065,1.0155455
1066,1.0145277
1067,1.0134803
1068,1.0124027
1069,1.011294
1070,1.0101542
1071,1.0089825
1072,1.0077788
1073,1.0065427
1074,1.0052742
1075,1.003973
1076,1.0026394
1077,1.0012735
1078,0.99987566
1079,0.99844635
1080,0.99698603
1081,0.9954955
1082,0.9939757
1083,0.9924275
1084,0.99085224
1085,0.9892512
1086,0.98762614
1087,0.98597866
1088,0.9843109
1089,0.98262495
1090,0.980923
1091,0.9792079
1092,0.9774822
1093,0.9757489
1094,0.9740111
1095,0.97227186
1096,0.97053474
1097,0.9688031
1098,0.9670806
1099,0.96537066
1100,0.9636771
1101,0.96200347
1102,0.9603533
1103,0.9587302
1104,0.95713735
1105,0.9555782
1106,0.95405585
1107,0.952573
1108,0.95113224
1109,0.949736
1110,0.9483862
1111,0.9470845
1112,0.9458324
1113,0.94463056
1114,0.9434799
1115,0.9423804
1116,0.9413321
1117,0.9403343
1118,0.93938625
1119,0.9384864
1120,0.93763345
1121,0.9368254
1122,0.9360601
1123,0.93533486
1124,0.93464726
1125,0.93399435
1126,0.9333731
1127,0.9327804
1128,0.932213
1129,0.93166775
1130,0.9311413
1131,0.9306305
1132,0.9301322
1133,0.92964345
1134,0.9291613
1135,0.928683
1136,0.92820615
1137,0.92772824
1138,0.9272473
1139,0.92676157
1140,0.92626923
1141,0.9257693
1142,0.92526054
1143,0.92474216
1144,0.9242138
1145,0.9236752
1146,0.9231261
1147,0.9225672
1148,0.9219986
1149,0.9214211
1150,0.9208355
1151,0.92024297
1152,0.91964453
1153,0.9190415
1154,0.9184353
1155,0.9178271
1156,0.9172187
1157,0.9166114
1158,0.9160066
1159,0.91540605
1160,0.9148108
1161,0.91422236
1162,0.9136419
1163,0.9130706
1164,0.91250944
1165,0.9119592
1166,0.9114208
1167,0.9108948
1168,0.9103817
1169,0.90988165
1170,0.909395
1171,0.9089218
1172,0.90846187
1173,0.9080152
1174,0.9075812
1175,0.9071597
1176,0.90675014
1177,0.906352
1178,0.90596455
1179,0.90558726
1180,0.9052195
1181,0.90486056
1182,0.9045098
1183,0.90416646
1184,0.9038302
1185,0.9035002
1186,0.9031761
1187,0.90285754
1188,0.90254396
1189,0.9022351
1190,0.90193087
1191,0.90163094
1192,0.9013353
1193,0.90104395
1194,0.90075696
1195,0.90047437
1196,0.9001963
1197,0.89992297
1198,0.89965445
1199,0.8993911
1200,0.8991331
1201,0.8988806
1202,0.8986338
1203,0.8983929
1204,0.89815813
1205,0.8979294
1206,0.8977069
1207,0.8974907
1208,0.8972807
1209,0.89707685
1210,0.896879
1211,0.89668703
1212,0.8965008
1213,0.89632
1214,0.8961444
1215,0.89597356
1216,0.89580745
1217,0.8956455
1218,0.89548755
1219,0.89533305
1220,0.89518195
1221,0.8950338
1222,0.8948882
1223,0.89474505
1224,0.894604
1225,0.89446485
1226,0.8943274
1227,0.8941914
1228,0.89405674
1229,0.89392334
1230,0.893791
1231,0.8936598
1232,0.89352953
1233,0.89340013
1234,0.8932717
1235,0.893144
1236,0.8930171
1237,0.892891
1238,0.8927655
1239,0.8926409
1240,0.8925167
1241,0.89239323
1242,0.8922701
1243,0.89214754
1244,0.89202523
1245,0.8919031
1246,0.8917813
1247,0.8916593
1248,0.8915373
1249,0.8914151
1250,0.8912926
1251,0.8911696
1252,0.89104605
1253,0.8909219
1254,0.8907969
1255,0.8906711
1256,0.8905443
1257,0.89041644
1258,0.8902875
1259,0.8901575
1260,0.8900261
1261,0.8898936
1262,0.8897597
1263,0.8896245
1264,0.88948786
1265,0.88934994
1266,0.88921064
1267,0.88906986
1268,0.88892764
1269,0.888784
1270,0.8886388
1271,0.8884923
1272,0.88834417
1273,0.88819456
1274,0.8880434
1275,0.88789064
1276,0.88773626
1277,0.88758034
1278,0.8874227
1279,0.8872635
1280,0.8871024
1281,0.8869397
1282,0.8867751
1283,0.8866087
1284,0.8864406
1285,0.8862705
1286,0.8860986
1287,0.8859248
1288,0.8857491
1289,0.8855714
1290,0.88539183
1291,0.8852102
1292,0.8850267
1293,0.88484114
1294,0.88465357
1295,0.88446414
1296,0.8842725
1297,0.884079
1298,0.8838834
1299,0.88368577
1300,0.8834861
1301,0.8832844
1302,0.88308066
1303,0.8828749
1304,0.8826671
1305,0.88245714
1306,0.8822451
1307,0.882031
1308,0.8818149
1309,0.8815965
1310,0.881376
1311,0.88115346
1312,0.8809287
1313,0.8807017
1314,0.8804727
1315,0.8802414
1316,0.8800079
1317,0.87977225
1318,0.87953436
1319,0.8792942
1320,0.8790518
1321,0.87880725
1322,0.8785604
1323,0.8783113
1324,0.87805986
1325,0.8778062
1326,0.8775503
1327,0.877292
1328,0.87703145
1329,0.8767685
1330,0.8765034
1331,0.87623566
1332,0.8759658
1333,0.8756935
1334,0.87541884
1335,0.8751418
1336,0.8748624
1337,0.8745805
1338,0.87429625
1339,0.8740095
1340,0.8737203
1341,0.87342864
1342,0.87313455
1343,0.87283784
1344,0.87253875
1345,0.872237
1346,0.87193274
1347,0.87162596
1348,0.87131655
1349,0.8710046
1350,0.8706899
1351,0.8703727
1352,0.8700529
1353,0.86973035
1354,0.86940503
1355,0.8690772
1356,0.86874646
1357,0.8684131
1358,0.8680769
1359,0.86773795
1360,0.86739624
1361,0.8670516
1362,0.8667041
1363,0.86635375
1364,0.8660005
1365,0.8656443
1366,0.8652852
1367,0.8649232
1368,0.86455804
1369,0.8641899
1370,0.8638187
1371,0.86344445
1372,0.8630671
1373,0.86268663
1374,0.862303
1375,0.86191607
1376,0.86152595
1377,0.8611327
1378,0.86073595
1379,0.86033607
1380,0.8599327
1381,0.859526
1382,0.85911584
1383,0.85870224
1384,0.85828507
1385,0.8578645
1386,0.85744023
1387,0.8570124
1388,0.856581
1389,0.8561458
1390,0.8557069
1391,0.8552641
1392,0.85481757
1393,0.85436726
1394,0.85391295
1395,0.8534547
1396,0.85299253
1397,0.85252625
1398,0.85205585
1399,0.8515814
1400,0.8511027
1401,0.85061985
1402,0.85013264
1403,0.84964114
1404,0.84914523
1405,0.84864485
1406,0.8481401
1407,0.8476306
1408,0.84711665
1409,0.84659797
1410,0.8460746
1411,0.8455464
1412,0.8450134
1413,0.8444755
1414,0.84393257
1415,0.8433848
1416,0.8428318
1417,0.8422738
1418,0.8417105
1419,0.841142
1420,0.8405681
1421,0.83998895
1422,0.8394043
1423,0.83881414
1424,0.83821833
1425,0.8376169
1426,0.8370099
1427,0.83639705
1428,0.8357784
1429,0.8351539
1430,0.8345234
1431,0.833887
1432,0.83324456
1433,0.832596
1434,0.8319412
1435,0.83128035
1436,0.83061326
1437,0.8299397
1438,0.82926005
1439,0.8285739
1440,0.8278814
1441,0.82718235
1442,0.82647705
1443,0.8257652
1444,0.82504684
1445,0.82432204
1446,0.82359064
1447,0.8228529
1448,0.8221087
1449,0.821358
1450,0.820601
1451,0.81983757
1452,0.81906796
1453,0.8182921
1454,0.81751007
1455,0.8167219
1456,0.81592804
1457,0.81512827
1458,0.8143229
1459,0.813512
1460,0.81269586
1461,0.81187457
1462,0.8110483
1463,0.8102176
1464,0.80938244
1465,0.80854315
1466,0.80770004
1467,0.80685353
1468,0.80600387
1469,0.80515146
1470,0.8042967
1471,0.80344
1472,0.8025819
1473,0.80172276
1474,0.80086315
1475,0.80000347
1476,0.7991444
1477,0.7982864
1478,0.79743004
1479,0.7965761
1480,0.7957248
1481,0.79487705
1482,0.79403347
1483,0.79319453
1484,0.792361
1485,0.79153335
1486,0.7907124
1487,0.7898986
1488,0.7890926
1489,0.788295
1490,0.7875063
1491,0.78672713
1492,0.785958
1493,0.78519917
1494,0.7844514
1495,0.78371483
1496,0.7829899
1497,0.78227705
1498,0.78157634
1499,0.780888
1500,0.78002757
1501,0.7790208
1502,0.77789354
1503,0.7766708
1504,0.7753763
1505,0.77403265
1506,0.77266055
1507,0.771279
1508,0.7699049
1509,0.76855344
1510,0.7672376
1511,0.7659682
1512,0.7647544
1513,0.7636033
1514,0.76252025
1515,0.76150876
1516,0.76057094
1517,0.7597074
1518,0.75891745
1519,0.7581992
1520,0.7575497
1521,0.7569649
1522,0.75644046
1523,0.75597095
1524,0.75555056
1525,0.75517327
1526,0.75483257
1527,0.7545221
1528,0.7542353
1529,0.753966
1530,0.7537079
1531,0.7534554
1532,0.7532034
1533,0.7529469
1534,0.75268185
1535,0.7524049
1536,0.7521131
1537,0.7518042
1538,0.7514768
1539,0.7511301
1540,0.7507639
1541,0.7503787
1542,0.7499751
1543,0.74955475
1544,0.74911934
1545,0.7486709
1546,0.74821186
1547,0.74774474
1548,0.74727196
1549,0.7467963
1550,0.74632037
1551,0.74584657
1552,0.74537724
1553,0.7449145
1554,0.7444602
1555,0.74401605
1556,0.74358326
1557,0.7431629
1558,0.7427558
1559,0.7423622
1560,0.7419825
1561,0.7416165
1562,0.74126375
1563,0.7409239
1564,0.7405961
1565,0.7402793
1566,0.7399728
1567,0.73967516
1568,0.7393855
1569,0.7391026
1570,0.73882514
1571,0.73855233
1572,0.738283
1573,0.7380163
1574,0.7377513
1575,0.7374875
1576,0.7372243
1577,0.7369612
1578,0.7366981
1579,0.73643476
1580,0.73617125
1581,0.7359077
1582,0.7356442
1583,0.7353813
1584,0.7351193
1585,0.7348584
1586,0.73459935
1587,0.7343425
1588,0.73408836
1589,0.73383737
1590,0.7335899
1591,0.7333464
1592,0.7331072
1593,0.7328727
1594,0.7326429
1595,0.732418
1596,0.73219824
1597,0.7319834
1598,0.73177373
1599,0.7315688
1600,0.7313687
1601,0.7311733
1602,0.73098224
1603,0.7307953
1604,0.7306124
1605,0.73043317
1606,0.7302574
1607,0.73008484
1608,0.7299154
1609,0.72974885
1610,0.729585
1611,0.72942376
1612,0.7292651
1613,0.72910875
1614,0.72895503
1615,0.72880363
1616,0.7286548
1617,0.7285083
1618,0.7283646
1619,0.7282234
1620,0.7280849
1621,0.7279493
1622,0.7278165
1623,0.72768664
1624,0.7275598
1625,0.7274361
1626,0.7273153
1627,0.7271978
1628,0.7270833
1629,0.72697186
1630,0.7268636
1631,0.72675824
1632,0.72665596
1633,0.7265566
1634,0.72646
1635,0.7263662
1636,0.726275
1637,0.7261864
1638,0.7261004
1639,0.7260167
1640,0.72593534
1641,0.72585624
1642,0.7257794
1643,0.7257047
1644,0.72563213
1645,0.72556156
1646,0.725493
1647,0.7254265
1648,0.72536194
1649,0.72529936
1650,0.7252387
1651,0.7251799
1652,0.725123
1653,0.72506803
1654,0.725015
1655,0.7249637
1656,0.7249144
1657,0.72486687
1658,0.7248211
1659,0.72477716
1660,0.7247349
1661,0.72469443
1662,0.7246555
1663,0.7246183
1664,0.7245828
1665,0.7245487
1666,0.7245162
1667,0.72448516
1668,0.7244556
1669,0.72442734
1670,0.72440046
1671,0.72437495
1672,0.7243507
1673,0.7243277
1674,0.72430587
1675,0.7242853
1676,0.7242659
1677,0.7242476
1678,0.7242304
