state_0,state_1,state_2
0.9979445154077435,0.0008943586071750165,0.001161125985081446
0.9958932558323962,0.001785440472334976,0.0023213036952688393
0.9938462125895007,0.0026732546441616822,0.0034805327663376406
0.9918033770124506,0.0035578101490172376,0.00463881283853218
0.9897647404524536,0.004439115990994669,0.0057961435565517805
0.9877302942784949,0.0053171811519712175,0.00695252456953388
0.9857000298773005,0.0061920145916591895,0.008107955531040267
0.9836739386533011,0.007063625247657246,0.009262436099041649
0.9816520120285951,0.007932022035502362,0.01041596593590255
0.9796342414429128,0.00879721384872112,0.011568544708366102
0.9776206183535802,0.009659209558880333,0.012720172087539505
0.9756111342354822,0.010518018015638564,0.013870847748879256
0.9736057805810273,0.01137364804679697,0.015020571372175717
0.9716045489001113,0.012226108458349705,0.01616934264153902
0.9696074307200808,0.01307540803453544,0.01731716124538374
0.9676144175856984,0.013921555537887098,0.018464026876414463
0.9656255010591058,0.014764559709283587,0.019609939231610585
0.963640672719789,0.015604429267997766,0.020754898012213197
0.9616599241645418,0.0164411729117504,0.021898902923707775
0.9596832470074312,0.01727479931675613,0.023041953675812632
0.9577106328797608,0.018105317137776966,0.024184049982462263
0.9557420734300364,0.018932735008170054,0.02532519156179358
0.9537775603239297,0.019757061539938947,0.026465378136131368
0.951817085244244,0.020578305323781576,0.027604609431974403
0.949860639890878,0.021396474929141984,0.028742885179980027
0.9479082159807916,0.0222115789042574,0.02988020511495104
0.9459598052479697,0.02302362577621042,0.031016568975819836
0.9440153994433886,0.023832624050975193,0.03215197650563617
0.94207499033498,0.02463858221346915,0.03328642745155108
0.9401385697075963,0.025441508727600093,0.03441992156480356
0.9382061293629764,0.026241412036316802,0.03555245860070677
0.9362776611197103,0.02703830056165657,0.036684038318633094
0.9343531568132049,0.027832182704794928,0.03781466048200022
0.9324326082956492,0.028623066846092282,0.038944324858258494
0.9305160074359801,0.029410961345145648,0.04007303121887429
0.9286033461198475,0.030195874540833723,0.04120077933931876
0.9266946162495804,0.030977814751367516,0.0423275689990521
0.9247898097441524,0.03175679027433698,0.043453399981510654
0.9228889185391476,0.03253280938675984,0.044578272074092595
0.9209919345867261,0.033305880345129824,0.04570218506814405
0.9190988498555908,0.03407601138546301,0.04682513875894623
0.917209656330952,0.03484321072334806,0.047947132945699966
0.915324346014495,0.03560748655399082,0.04906816743151421
0.9134429109243449,0.03636884705226495,0.05018824202339012
0.9115653430950341,0.03712730037275591,0.05130735653220997
0.9096916345774674,0.03788285464981178,0.05242551077272084
0.9078217774388888,0.03863551799758813,0.05354270456352306
0.9059557637628484,0.03938529851009531,0.05465893772705632
0.904093585649168,0.04013220426124664,0.055774210089585385
0.9022352352139082,0.04087624330490436,0.05688852148118739
0.9003807045893353,0.04161742367492627,0.05800187173573845
0.8985299859238869,0.0423557533852128,0.05911426069090031
0.89668307138214,0.04309124042975365,0.060225688188106585
0.8948399531447768,0.043823892782673735,0.06133615407254944
0.8930006234085524,0.04455371839828026,0.062445658193167386
0.8911650743862607,0.045280725211108486,0.06355420040263082
0.8893332983067027,0.04600492113596766,0.06466178055732963
0.8875052874146527,0.04672631406798766,0.0657683985173596
0.8856810339708258,0.04744491188266475,0.06687405414650949
0.8838605302518451,0.04816072243590663,0.06797874731224829
0.8820437685502088,0.04887375356407975,0.06908247788571142
0.880230741174258,0.04958401308405369,0.07018524574168827
0.878421440448144,0.050291508793246065,0.07128705075860997
0.8766158587117951,0.050996248469670435,0.07238789281853442
0.8748139883208854,0.05169823987197941,0.07348777180713517
0.8730158216468015,0.052397490739510166,0.07458668761368836
0.8712213510766104,0.053094008792330616,0.07568464013105902
0.8694305690130276,0.05378780173128317,0.07678162925568921
0.8676434678743846,0.05447887723803069,0.07787765488758469
0.8658600400945969,0.05516724297510045,0.07897271693030261
0.8640802781231319,0.055852906585929896,0.08006681529093818
0.8623041744249772,0.0565358756949097,0.0811599498801131
0.8605317214806083,0.05721615790742973,0.08225212061196197
0.858762911785957,0.057893760809923256,0.08334332740411976
0.8569977378523798,0.05856869196990999,0.08443357017771025
0.8552361922066256,0.05924095893604209,0.0855228488573323
0.8534782673908049,0.05991056923814675,0.08661116337104835
0.8517239559623574,0.06057753038727154,0.08769851365037107
0.8499732504940211,0.06124184987572723,0.08878489963025171
0.8482261435738006,0.061903535177131985,0.08987032124906746
0.8464826278049354,0.06256259374645556,0.090954778448609
0.8447426958058697,0.06321903302006149,0.09203827117406882
0.8430063402102197,0.0638728604157528,0.09312079937402751
0.8412735536667431,0.06452408333281379,0.09420236300044316
0.8395443288393083,0.06517270915205353,0.09528296200863817
0.8378186584068629,0.06581874523584985,0.0963625963572875
0.8360965350634026,0.06646219892819127,0.09744126600840608
0.8343779515179408,0.06710307755472167,0.09851897092733752
0.8326629004944772,0.06774138842278155,0.09959571108274123
0.8309513747319673,0.0683771388214518,0.10067148644658108
0.8292433669842915,0.06901033602159656,0.10174629699411197
0.8275388700202244,0.0696409872759054,0.10282014270387019
0.8258378766234046,0.0702690998189357,0.10389302355765972
0.8241403795923035,0.070894680867156,0.10496493954054054
0.8224463717401951,0.07151773761898772,0.1060358906408172
0.820755845895126,0.07213827725484712,0.10710587685002693
0.8190687948998842,0.07275630693718793,0.10817489816292791
0.8173852116119694,0.07337183381054402,0.10924295457748656
0.8157050889035629,0.07398486500156976,0.11031004609486739
0.8140284196614964,0.07459540761908356,0.11137617271942002
0.8123551967872233,0.07520346875410855,0.11244133445866811
0.8106854131967878,0.07580905547991512,0.1135055313232971
